#file,rigging_db.csv
version,rev58
id,section,en,it,es,vanguard,victory,agamemnon,bounty,diana
8660,16-14 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Downhaller,Albero di trinchetto - Drizza della vela di straglio - caricabasso,Palo trinquete - Driza de vela de estay - Cargadera,122,,0.5,,4.04,122-ShipOf16-14Guns.jpg,Stayfail Hallyard,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.79. Lunghezza non letta con sufficiente affidabilità (lettura grezza: s).,280,300
8661,16-14 guns,FORE-MAST,Fore mast - Studding Sail Hallyard - Inner,Albero di trinchetto - Coltellaccio Drizza - interno,Palo trinquete - Driza de ala - Interior,123,,2,30,16.17,123-ShipOf16-14Guns.jpg,Studding Sail Hallyard,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8662,16-14 guns,FORE-TOP-MAST,Fore topmast - Burton Pendants - Falls,Alberetto di parrocchetto - Pendenti Burton - Correnti,Mastelero de trinquete - Pendientes de aparejo Burton - Betas,123,,3,4,24.26,123-ShipOf16-14Guns.jpg,Burton Pendants,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8663,16-14 guns,FORE-TOP-MAST,Fore topmast - Burton Pendants - Strapping,Alberetto di parrocchetto - Pendenti Burton - Stroppatura,Mastelero de trinquete - Pendientes de aparejo Burton - Estrobado,123,,2,2,16.17,123-ShipOf16-14Guns.jpg,Burton Pendants,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,280,300
8664,16-14 guns,FORE-TOP-MAST,Fore topmast - Shrouds fine,Alberetto di parrocchetto - Sartie fini,Mastelero de trinquete - Obenques finos,123,,4,41,32.34,123-ShipOf16-14Guns.jpg,Shrouds,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.60.,280,300
8665,16-14 guns,FORE-TOP-MAST,Fore topmast - Shrouds - Ratling,Alberetto di parrocchetto - Sartie - grisella,Mastelero de trinquete - Obenques - Flechaste,123,,1,60,8.09,123-ShipOf16-14Guns.jpg,Shrouds,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8666,16-14 guns,FORE-TOP-MAST,Fore topmast - Standing Backstays - Seizings Eye,Alberetto di parrocchetto - Paterazzi fissi - Legature occhio,Mastelero de trinquete - Burdas fijas - Ligaduras de ojo,123,3,3,,24.26,123-ShipOf16-14Guns.jpg,Standing Backstays,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8667,16-14 guns,FORE-TOP-MAST,Fore topmast - Standing Backstays - Lanyards fine,Alberetto di parrocchetto - Paterazzi fissi - Corridori fini,Mastelero de trinquete - Burdas fijas - Acolladores finos,123,6,6.5,8,52.55,123-ShipOf16-14Guns.jpg,Standing Backstays,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8668,16-14 guns,FORE-TOP-MAST,Fore topmast - Breast Backstay Runners,Alberetto di parrocchetto - Corridori dei paterazzi laterali,Mastelero de trinquete - Corredores de burdas de través,123,2,5,7,40.43,123-ShipOf16-14Guns.jpg,Breast Backstay Runners,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8669,16-14 guns,FORE-TOP-MAST,Fore topmast - Breast Backstay Runners - Falls,Alberetto di parrocchetto - Corridori dei paterazzi laterali - Correnti,Mastelero de trinquete - Corredores de burdas de través - Betas,123,2,2,12,16.17,123-ShipOf16-14Guns.jpg,Breast Backstay Runners,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.74.,280,300
8670,16-14 guns,FORE-TOP-MAST,Fore topmast - Breast Backstay Runners - Strapping,Alberetto di parrocchetto - Corridori dei paterazzi laterali - Stroppatura,Mastelero de trinquete - Corredores de burdas de través - Estrobado,123,,2.5,2,20.21,123-ShipOf16-14Guns.jpg,Breast Backstay Runners,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8671,16-14 guns,FORE-TOP-MAST,Fore topmast - Stay Cabled 4 Strands fine,Alberetto di parrocchetto - Straglio in cavo 4 legnoli fini,Mastelero de trinquete - Estay colchado fino de 4 cordones,123,,3.5,,28.3,123-ShipOf16-14Guns.jpg,Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.76. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8672,16-14 guns,FORE-TOP-MAST,Fore topmast - Stay - Collar fine,Alberetto di parrocchetto - Straglio - Collare fini,Mastelero de trinquete - Estay - Collar fino,123,,4.5,3,36.38,123-ShipOf16-14Guns.jpg,Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,280,300
8673,16-14 guns,FORE-TOP-MAST,Fore topmast - Stay - Tackle Strapping,Alberetto di parrocchetto - Paranco di straglio Stroppatura,Mastelero de trinquete - Estay - Estrobado de aparejo,123,,3,2,24.26,123-ShipOf16-14Guns.jpg,Stay,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8674,16-14 guns,FORE-TOP-MAST,Fore topmast - Preventer Stay cabled 4 Str. fine,Alberetto di parrocchetto - Controstraglio in cavo 4 Str. fini,Mastelero de trinquete - Estay de respeto colchado fino de 4 cordones,123,,4,14,32.34,123-ShipOf16-14Guns.jpg,Preventer Stay,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8675,16-14 guns,FORE-TOP-MAST,Fore topmast - Preventer Stay - Collar fine,Alberetto di parrocchetto - Controstraglio - Collare fini,Mastelero de trinquete - Estay de respeto - Collar fino,123,,3,2,24.26,123-ShipOf16-14Guns.jpg,Preventer Stay,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8676,16-14 guns,FORE-TOP-MAST,Fore topmast - Preventer Stay - Tackle Strapping,Alberetto di parrocchetto - Controstraglio - Paranco Stroppatura,Mastelero de trinquete - Estay de respeto - Estrobado de aparejo,123,,3,,24.26,123-ShipOf16-14Guns.jpg,Preventer Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.66. Lunghezza non letta con sufficiente affidabilità (lettura grezza: z).,280,300
8677,16-14 guns,FORE-TOP-MAST,Fore topmast - Preventer Stay - Lashing the Collar,Alberetto di parrocchetto - Controstraglio - legatura the Collare,Mastelero de trinquete - Estay de respeto - Trinca del collar,123,,1,5,8.09,123-ShipOf16-14Guns.jpg,Preventer Stay,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8678,16-14 guns,FORE-TOP-MAST,Fore topmast - Shifting Backstays fine,Alberetto di parrocchetto - Paterazzi volanti fini,Mastelero de trinquete - Burdas volantes finas,123,1,4.5,11,36.38,123-ShipOf16-14Guns.jpg,Shifting Backstays,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8679,16-14 guns,FORE-TOP-MAST,Fore topmast - Shifting Backstays - Tackles.,Alberetto di parrocchetto - Paterazzi volanti - Paranchi.,Mastelero de trinquete - Burdas volantes - Aparejos.,123,4,2,10,16.17,123-ShipOf16-14Guns.jpg,Shifting Backstays,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8680,16-14 guns,FORE-TOP-MAST,Fore topmast - Shifting Backstays - Strapping,Alberetto di parrocchetto - Paterazzi volanti - Stroppatura,Mastelero de trinquete - Burdas volantes - Estrobado,123,,3,1,24.26,123-ShipOf16-14Guns.jpg,Shifting Backstays,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8681,16-14 guns,FORE-TOP-MAST,Fore topmast - Futtock Shrouds fine,Alberetto di parrocchetto - Sartie di coffa fini,Mastelero de trinquete - Obenquillos finos,123,4,4.5,15,36.38,123-ShipOf16-14Guns.jpg,Futtock Shrouds,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8682,16-14 guns,FORE-TOP-MAST,Fore topmast - Top Rope Pendants - Falls,Alberetto di parrocchetto - Pendenti top-cima - Correnti,Mastelero de trinquete - Pendientes de guindaleza de mastelero - Betas,123,2,2,34,16.17,123-ShipOf16-14Guns.jpg,Top Rope Pendants,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8683,16-14 guns,FORE-TOP-MAST,Fore topmast - Tye - Lathers at the Yard,Alberetto di parrocchetto - Tira / drizza - Legature al pennone,Mastelero de trinquete - Amante - Estrobos en la verga,123,,2,8,16.17,123-ShipOf16-14Guns.jpg,Tye,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.75.,280,300
8684,16-14 guns,FORE-TOP-MAST,Fore topmast - Hallyards,Alberetto di parrocchetto - Drizze,Mastelero de trinquete - Drizas,123,,1.5,3,12.13,123-ShipOf16-14Guns.jpg,Hallyards,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8685,16-14 guns,FORE-TOP-MAST,Fore topmast - Braces - Preventer,Alberetto di parrocchetto - Bracci - di rispetto,Mastelero de trinquete - Brazas - Respeto,123,,2,7,16.17,123-ShipOf16-14Guns.jpg,Braces,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8686,16-14 guns,FORE-TOP-MAST,Fore topmast - Lifts,Alberetto di parrocchetto - Amantigli,Mastelero de trinquete - Amantillos,123,2,8,40,64.68,123-ShipOf16-14Guns.jpg,Lifts,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.58.,280,300
8687,16-14 guns,FORE-TOP-MAST,Fore topmast - Lifts - Strapping,Alberetto di parrocchetto - Amantigli - Stroppatura,Mastelero de trinquete - Amantillos - Estrobado,123,,2.5,5,20.21,123-ShipOf16-14Guns.jpg,Lifts,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8688,16-14 guns,FORE-TOP-MAST,Fore topmast - Parrel Ropes,Alberetto di parrocchetto - Cime della trozza,Mastelero de trinquete - Racamentos,123,2,0.5,8,4.04,123-ShipOf16-14Guns.jpg,Parrel Ropes,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8689,16-14 guns,FORE-TOP-MAST,Fore topmast - Clewlines,Alberetto di parrocchetto - Imbrogli,Mastelero de trinquete - Cargaderas de puños,123,2,2,52.5,16.17,123-ShipOf16-14Guns.jpg,Clewlines,,circonferenza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8690,16-14 guns,FORE-TOP-MAST,Fore topmast - Clewlines - Strapping,Alberetto di parrocchetto - Imbrogli - Stroppatura,Mastelero de trinquete - Cargaderas de puños - Estrobado,123,,2.5,,20.21,123-ShipOf16-14Guns.jpg,Clewlines,,lunghezza lasciata vuota: nuova lettura OCR discordante dalla precedente. Nessuna stima o interpolazione.,280,300
8691,16-14 guns,FORE-TOP-MAST,Fore topmast - Buntlines - Strapping,Alberetto di parrocchetto - Caricaboline - Stroppatura,Mastelero de trinquete - Brioles - Estrobado,123,,3,2,24.26,123-ShipOf16-14Guns.jpg,Buntlines,,circonferenza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8692,16-14 guns,FORE-TOP-MAST,Fore topmast - Leechlines - Strapping,Alberetto di parrocchetto - Leechlines - Stroppatura,Mastelero de trinquete - Apagapenoles - Estrobado,123,,1.5,1,12.13,123-ShipOf16-14Guns.jpg,Leechlines,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8693,16-14 guns,FORE-TOP-MAST,Fore topmast - Bowlines,Alberetto di parrocchetto - Boline,Mastelero de trinquete - Bolinas,123,,5,38,40.43,123-ShipOf16-14Guns.jpg,Bowlines,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.40.,280,300
8694,16-14 guns,FORE-TOP-MAST,Fore topmast - Bowlines - Strapping,Alberetto di parrocchetto - Boline - Stroppatura,Mastelero de trinquete - Bolinas - Estrobado,123,,2,1,16.17,123-ShipOf16-14Guns.jpg,Bowlines,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8695,16-14 guns,FORE-TOP-MAST,Fore topmast - Reeftackle Pendants - Falls,Alberetto di parrocchetto - Pendenti dei paranchi di terzarolo - Correnti,Mastelero de trinquete - Pendientes de aparejo de rizos - Betas,123,,1.5,30,12.13,123-ShipOf16-14Guns.jpg,Reeftackle Pendants,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8696,16-14 guns,FORE-TOP-MAST,Fore topmast - Sheets - Quarter Blocks,Alberetto di parrocchetto - Scotte - quarto bozzelli,Mastelero de trinquete - Escotas - Motones de cuadra,123,,3,5,24.26,123-ShipOf16-14Guns.jpg,Sheets,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8697,16-14 guns,FORE-TOP-MAST,Fore topmast - Sheets - Lathers for Quarter Blocks,Alberetto di parrocchetto - Scotte - legature per quarto bozzelli,Mastelero de trinquete - Escotas - Estrobos para motones de cuadra,123,,2.5,5,20.21,123-ShipOf16-14Guns.jpg,Sheets,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8698,16-14 guns,FORE-TOP-MAST,Fore topmast - Sheets - Seizings,Alberetto di parrocchetto - Scotte - Legature,Mastelero de trinquete - Escotas - Ligaduras,123,,1.5,,12.13,123-ShipOf16-14Guns.jpg,Sheets,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8699,16-14 guns,FORE-TOP-MAST,Fore topmast - Sheets - Span — worn,Alberetto di parrocchetto - Scotte - braga — fasciato,Mastelero de trinquete - Escotas - Pata — gastada,123,,3,4,24.26,123-ShipOf16-14Guns.jpg,Sheets,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.68.,280,300
8700,16-14 guns,FORE-TOP-MAST,Fore topmast - Sheets - Stoppers,Alberetto di parrocchetto - Scotte - Stoppers,Mastelero de trinquete - Escotas - Bozas,123,,3,3,24.26,123-ShipOf16-14Guns.jpg,Sheets,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8701,16-14 guns,FORE-TOP-MAST,Fore topmast - Slings,Alberetto di parrocchetto - Stroppi,Mastelero de trinquete - Eslingas,123,1,3,,24.26,123-ShipOf16-14Guns.jpg,Slings,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.62. Lunghezza non letta con sufficiente affidabilità (lettura grezza: .).,280,300
8702,16-14 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay,Alberetto di parrocchetto - Straglio della vela di straglio,Mastelero de trinquete - Estay de vela de estay,123,,2,5,16.17,123-ShipOf16-14Guns.jpg,Stayfail Stay,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8703,16-14 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Hallyard,Alberetto di parrocchetto - Straglio della vela di straglio - Drizza,Mastelero de trinquete - Estay de vela de estay - Driza,123,,2,35,16.17,123-ShipOf16-14Guns.jpg,Stayfail Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.48.,280,300
8704,16-14 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Hallyards,Alberetto di parrocchetto - Coltellacci - Drizze,Mastelero de trinquete - Ala - Drizas,123,,2,60,16.17,123-ShipOf16-14Guns.jpg,Studdingsail,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8705,16-14 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Sheets,Alberetto di parrocchetto - Coltellacci - Scotte,Mastelero de trinquete - Ala - Escotas,123,2,1.5,2,12.13,123-ShipOf16-14Guns.jpg,Studdingsail,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8706,16-14 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Downhallers,Alberetto di parrocchetto - Coltellacci - caricabassi,Mastelero de trinquete - Ala - Cargaderas,123,2,0,34,0,123-ShipOf16-14Guns.jpg,Studdingsail,,lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8707,16-14 guns,FORE-TOP-MAST,Fore topmast - Boom Tackles,Alberetto di parrocchetto - Paranchi dei boma,Mastelero de trinquete - Aparejos de botavara,123,,4.5,,36.38,123-ShipOf16-14Guns.jpg,Boom Tackles,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8708,16-14 guns,FORE-TOP-MAST,Fore topmast - Boom Tackles - Tails and Straps,Alberetto di parrocchetto - Paranchi dei boma - code e Stroppi,Mastelero de trinquete - Aparejos de botavara - Rabizas y estrobos,123,,2,1,16.17,123-ShipOf16-14Guns.jpg,Boom Tackles,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,280,300
8709,16-14 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Shrouds - Lanyards,Alberetto di velaccino - Sartie - Corridori,Mastelerillo de trinquete - Obenques - Acolladores,124,,2.5,44,20.21,124-ShipOf16-14Guns.jpg,Shrouds,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8710,16-14 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Standing Backstays - Lanyards,Alberetto di velaccino - Paterazzi fissi - Corridori,Mastelerillo de trinquete - Burdas fijas - Acolladores,124,,2.5,53,20.21,124-ShipOf16-14Guns.jpg,Standing Backstays,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8711,16-14 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Tye,Alberetto di velaccino - Tira / drizza,Mastelerillo de trinquete - Amante,124,,2,,16.17,124-ShipOf16-14Guns.jpg,Tye,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.29. Lunghezza non letta con sufficiente affidabilità (lettura grezza: um).,280,300
8712,16-14 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Tye - Hallyard,Alberetto di velaccino - Tira / drizza - Drizza,Mastelerillo de trinquete - Amante - Driza,124,,1,16,8.09,124-ShipOf16-14Guns.jpg,Tye,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.78.,280,300
8713,16-14 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Tye - Hallyard Strapping,Alberetto di velaccino - Tira / drizza - Drizza Stroppatura,Mastelerillo de trinquete - Amante - Estrobado de driza,124,,2,1,16.17,124-ShipOf16-14Guns.jpg,Tye,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8714,16-14 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Horses,Alberetto di velaccino - Marciapiedi,Mastelerillo de trinquete - Marchapiés,124,2,2,4,16.17,124-ShipOf16-14Guns.jpg,Horses,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.58.,280,300
8715,16-14 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Lifts single,Alberetto di velaccino - Amantigli singolo,Mastelerillo de trinquete - Amantillos sencillos,124,,2.5,,20.21,124-ShipOf16-14Guns.jpg,Lifts,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8716,16-14 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Parrel Ropes,Alberetto di velaccino - Cime della trozza,Mastelerillo de trinquete - Racamentos,124,2,1.5,2,12.13,124-ShipOf16-14Guns.jpg,Parrel Ropes,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,280,300
